cat name,event name,event start,event finish,state,description,location,type,year,original loss value,normalised loss value (2022),claims count,NSW,VIC,QLD,ACT,TAS,SA,NT,WA
CAT761,Toowoomba Hailstorm,1976-09-19,1976-09-19,QLD,"A severe storm caused extreme weather conditions in the Toowoomba region on 9 January 1976. Gale force winds combined with large hail produced widespread damage to infrastructure, buildings and houses.",SEQ,storm,1976,12000000.0,447700000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone WATOREA,1976-04-25,1976-04-28,QLD,"Pacific ocean, no Australian Landfall.",FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone HOPE,1976-03-11,1976-03-19,QLD,"Pacific ocean, no Australian Landfall.",FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DAWN,1976-03-03,1976-03-06,QLD,Dawn developed on the north Queensland coast and moved down the coast crossing Fraser Island. Two homes were unroofed in North Mackay and trees were uprooted on Heron Isand. Rainfalls up to 230 mm between Proserpine and Bundaberg caused flash flooding.,FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone COLIN,1976-02-25,1976-03-07,QLD,"Pacific ocean, no Australian Landfall.",FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT762,Cyclone Beth,1976-02-13,1976-02-22,QLD,"Beth crossed the Queensland coast near and to the north of Bundaberg. The cyclone was very asymmetric with a band of hurricane force winds on the southern flank where it interacted with an intensifying high to the south. Widespread damage occurred in the Maryborough-Bundaberg area with 200 homes unroofed, two aircraft damaged and rainfall up to 200 mm caused flash flooding and cut roads for 18 hours. Heavy swell pounded the south coast and the wave recording station at Double Island Pt. recorded a significant wave (peak) height of 5.4 m (10.0 m)",FNQ,cyclone,1976,3000000.0,57000000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ALAN,1976-01-29,1976-02-02,QLD,Alan crossed the north Queensland coast near Bloomfield River Mission and caused no structural damage. During the next ten days it became an intense monsoon depression and had a central pressure of 989 hPa near Tennant Creek. It recurved and passed near Birdsville and moved out to sea near Byron Bay. In its traverse of the inland it caused widespread flooding and in particular record flooding in the Condamine near Warwick.,FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DAVID,1976-01-13,1976-01-21,QLD,David crossed the Queensland coast just north of St Lawrence (south of Mackay). It passed over Gannet Cay Automatic Weather Station where a central pressure of 970 hPa was recorded. It was intensifying right up to the time of landfall. A feature was its huge size with gales extending from Papua New Guinea waters down to Lord Howe Is. It generated huge swells and these combined with large tides caused extensive damage to Heron Island as it passed to the north. It crossed the coast in a sparsely populated area however winds unroofed 30 buildings in Yeppoon and several in Mt Morgan. Wind gusts reached 95 knots at Pine Islet and 84 knots at the Gladstone Met. Office.,FNQ,cyclone,1976,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GLORIA,1975-01-15,1975-01-19,QLD,Tropical Cyclone category 3 formed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1975,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ROBYN,1975-01-14,1975-01-19,QLD,Tropical Cyclone category 3 formed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1975,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FLORA,1975-01-12,1975-01-15,QLD,Tropical Cyclone category 2 formed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1975,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ALICE,1974-03-21,1974-03-29,QLD,Tropical Cyclone cetegory 2 formed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1974,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone YVONNE,1974-02-08,1974-02-13,QLD,Tropical Cyclone category 1 fromed in the Pacific Ocean and crossed the coast near Dunk Island and moved to the Gulf of Carpentaria before making groundfall again in the NT.? Reports of damage are unclear.,FNQ,cyclone,1974,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone PAM,1974-01-30,1974-02-06,QLD,Tropical Cyclone formed in the Pacific Ocean as a category 3 but did not make landfall in Australia,FNQ,cyclone,1974,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT741,Brisbane Floods,1974-01-24,1974-01-24,QLD,"On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane. Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931. Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to the heavy deluge.",SEQ,flooding,1974,68000000.0,5258600000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone WANDA,1974-01-20,1974-01-25,QLD,Tropical Cyclone category 1 crossed the coast of SE QLD south of Bundaberg. Caused considerable flooding in the region and particularly Brisbane where 14 people were killed as a result.,FNQ,cyclone,1974,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone VERA,1974-01-17,1974-01-21,QLD,"Tropical Cyclone category 2, formed in the Pacific Ocean but did not make landfall on the mainland of Australia.",FNQ,cyclone,1974,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone BELLA,1973-03-19,1973-03-25,NT/QLD,Tropical Cyclone category 1 formed in the Arafura Sea and crossed the coast line near Groote Eylandt. No damage reported.,FNQ,cyclone,1973,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,0
CAT731,Cyclone MADGE,1973-03-12,1973-03-18,"NT, WA, QLD","Tropical Cyclone Madge crossed the coast near Cooktown causing widespread rain, which resulted in subsequent flooding to neighbouring towns along the coast. Coinciding Tropical Cyclone Bella also brought about extensive rain towards the end of March. The heavy rainfall caused river levels to rise and flood across Queensland including the Herbert, Tully, Nicholson, Gregory, Georgina, Burke, Hamilton, Diamantina, Thomson and Cloncurry._x000D_
 The Bruce Highway, connecting Cairns and Townsville, was inundated with water and was subsequently cut in six places. There was also damage to buildings and houses along with reports of heavy crop and livestock losses.",FNQ,cyclone,1973,30000000.0,2126800000.0,30674.0,0,0,1,0,0,0,1,1
Undeclared,Cyclone KIRSTY,1973-03-02,1973-03-02,QLD,Tropical Cyclone formed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1973,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ADELINE,1973-01-27,1973-01-29,QLD,Tropical Cyclone Adeline developed as a category 3 in the Gulf of Carpentaria and made landfall near the Northern Territory-Queensland border. Damage unknown,FNQ,cyclone,1973,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone IDA,1972-05-29,1972-06-03,QLD,Tropical Cyclone Category 3 formed in the Pacific Ocean but did not make landfall in Australia,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone HANNAH,1972-05-07,1972-05-11,QLD,Tropical Cyclone Category 3 which formed off the coast of PNG did not make landfall in Australia,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GAIL,1972-04-11,1972-04-17,QLD,Tropical Cyclone Category 4 fromed in the Pacific Ocean but did not make landfall.,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FAITH,1972-04-10,1972-04-24,QLD,Tropical Cyclone Category 1 formed in the Torres Strait crossing the coast in isolated far north QLD. Reported damage not known.,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone EMILY,1972-03-27,1972-04-02,QLD,Tropical Cyclone Emily crossed the Queensland coast just to the southeast of Gladstone. The cyclone had been very severe and generated huge seas. It claimed the lives of 8 seaman in three separate incidents off the southern and central Queensland coasts. Flooding occurred with Kingaroy being isolated for a time and Breakfast Creek flooded some houses in Brisbane.,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT721,Cyclone DAISY,1972-02-05,1972-02-13,QLD,Daisy made landfall on Fraser Island and the bar at Sandy Cape dropped to 968.8 hPa. Some 200 homes were damaged at Pialba and more houses were unroofed in widely scattered townships. Forestry officials reported serious damage to forests near Maryborough and on Fraser Island. Flooding occurred throughout southeast Queensland with severe floods in Brisbane creeks. There was much damage to commercial stock in Brisbane. On the Gold Coast the mouth of Tallebudgera Creek silted up causing severe flooding upstream to commercial and domestic properties. Peak swell heights to 8.3 m were read at the South Nobby wave recording station on the Gold Coast. Severe erosion occurred down to Brunswick Heads and on the western side of Fraser Island where a 3 m storm surge was reported.,SEQ,cyclone,1972,2000000.0,189500000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone WENDY,1972-02-04,1972-02-09,QLD,Tropical Cyclone Category 2 which formed in the Pacific Ocean but did not make landfall in Australia,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone CARLOTTA,1972-01-11,1972-01-21,QLD,Tropical Cyclone Category 2 which formed in the Pacific Ocean but did not make landfall in Australia,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone BRONWYN,1972-01-02,1972-01-11,QLD,Formed in Gulf of Carpentaria crossed coast north of Weipa as a Tropical Low more than half of QLD received in excess of 50mm of rain in 48 hours,FNQ,cyclone,1972,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT712,Cyclone ALTHEA,1971-12-19,1971-12-29,QLD,"On 24 December 1971, Tropical Cyclone Althea swept across Townsville resulting in three deaths. On Magnetic Island 90 per cent of the houses were damaged or destroyed. Two tornadoes damaged trees and houses at Bowen. There was major flooding in Burdekin, resulting in a storm surge measuring 2.9 m in the Townsville Harbour and a 3.66 m storm surge north at Toolakea. Although the Toolakea storm surge occurred at low tide, the surge and large waves caused extensive damage along the Strand and at Cape Pallarenda.",FNQ,cyclone,1971,25000000.0,1134000000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Kin Kin Tornado,1971-08-14,1971-08-14,QLD,"On 14 August 1971 a tornado struck Kin Kin, a small community between Noosa and Gympie north of Brisbane, killing three people, destroying eight farmhouses and causing considerable damage to part of the town. The storm descended on the valley 9.30pm, a massive hail storm leaving a significant damage.",FNQ,tornado,1971,250000.0,262500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone LENA,1971-03-13,1971-03-19,QLD,"Coral sea event, Category 2, no Australian landfall",FNQ,cyclone,1971,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FIONA,1971-02-16,1971-02-28,QLD,"Category 3 cyclone impacting Far North QLD, with major flooding reporting in remote communities.",FNQ,cyclone,1971,3000000.0,141200000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Severe Tropical Cyclone IDA,1971-02-15,1971-02-20,QLD,"Coral sea cyclone event, no Australian landfall. This event was not declared as an insurance catastrophe for Australia. STC IDA casued an estimated $70mil (AUD) damage in the Solomon Islands",FNQ,cyclone,1971,70000000.0,73500000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GERTIE,1971-02-11,1971-02-16,QLD,Category 2 cyclone event with landafll in the vicinty of Townsville. Building damage due to winds and riverine flooding reported.,FNQ,cyclone,1971,4000000.0,284800000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DORA,1971-02-10,1971-02-17,QLD,"Cyclone Dora formed in the Coral sea east of Proserpine on February 10, 1971, it took a southeasterly track over the next 4 days away from the QLD coast turning into a low pressure system well east of the QLD NSW border. On February 17 the system reintensified into a cyclone east of the Gold Coast and crossed the coast north of Brisbane at Redcliffe. Widespread structural damage was reported with power lines down and roofs removed.",FNQ,cyclone,1971,6000000.0,376300000.0,30674.0,0,0,1,0,0,0,0,0
CAT702,East Coast Low,1970-12-10,1970-12-25,"TAS, VIC, NSW, QLD","Widespread flooding caused by an east coast low, 16 fatalities reported across all states.",SEQ,east coast low,1970,5000000.0,366700000.0,30674.0,1,1,1,0,1,0,0,0
Undeclared,Cyclone Dawn,1970-02-10,1970-02-19,QLD,"Category 5, 10 to 19 February 1970 in Coral Sea with heavy rain",FNQ,cyclone,1970,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Florence,1970-02-10,1970-02-12,QLD,"Coral Sea Category 1 event, no significant landfal",FNQ,cyclone,1970,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT701,Cyclone Ada,1970-01-17,1970-01-18,QLD,"On 17 January 1970, Tropical Cyclone Ada moved through the Whitsunday Island group. Day Dream Island was the worst affected with its resort destroyed. On Hayman Island 75 per cent of buildings were destroyed. Heavy rains and flooding brought havoc and dislocation of traffic and communications in the coastal strip between Bowen and Mackay. Shute Harbor, Airlie Beach and Cannonvale received damage of up to 80 per cent of buildings. Fourteen people died as a result of the category four cyclone.",FNQ,cyclone,1970,12000000.0,614800000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Esther,1969-04-25,1969-04-30,QLD,Coral Sea event with no landfall and no reported signifciant damage.,FNQ,cyclone,1969,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Irene,1969-02-18,1969-02-23,QLD,Coral Sea event with no landfall and no reported signifciant damage.,FNQ,cyclone,1969,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Colleen,1969-01-27,1969-02-05,QLD,Coral Sea event with no Australian landfall and no reported signifciant damage in Australia. Note: Damage occured during landfall in New Caledonia.,FNQ,cyclone,1969,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Bridget,1969-01-23,1969-01-26,QLD,Coral Sea event with no landfall and no reported signifciant damage.,FNQ,cyclone,1969,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Gisele,1968-04-02,1968-04-07,QLD,"Coral Sea, No landfall",FNQ,cyclone,1968,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone 196828,1968-02-25,1968-02-28,QLD,"Coral Sea, No landfall",FNQ,cyclone,1968,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Dixie,1968-01-25,1968-01-27,QLD,"Gulf cyclone, no signifciant damage reported to ICA",FNQ,cyclone,1968,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Brenda,1968-01-13,1968-01-18,QLD,"Coral Sea, No landfall",FNQ,cyclone,1968,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone Annie,1967-11-10,1967-11-16,QLD,Cyclone Annie was a Category 2 cyclone in the Coral Sea that did not make landfall. This event was not declared as a catastrophe for insurance purposes.,FNQ,cyclone,1967,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT673,SEQ Hailstorm,1967-06-12,1967-06-12,QLD,"A signifciant hailstom hitting metro Brisbane and surrounding suburbs. No deaths, minor injuriesd and significant damage to property and vehicles. This insured loss estimate is based on market submissions to ICA from greater than 50% of market, modeled to estimate the industry loss estimate",SEQ,hailstorm,1967,18000000.0,2242400000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GLENDA,1967-03-26,1967-04-06,QLD,"Cyclone Glenda was a Category 2 cyclone in the Coral Sea that did not make landfall. Tropical Cyclone Glenda moved south 500 km east of Brisbane, resulting in large waves eroding Gold Coast beaches. Waves up to 16 m off the South Queensland Coast were reported where six men lost their lives in two separate boating incidents. Glenda was last of a series of cyclones and beaches along the south coast of Queensland were further eroded. The erosion came within 20 yards of the new Coolangatta SLSC and the patio was damaged by subsidence. The Maranui at 1520UTC 4 April was located at 30.00S 158.50E wind turned southerly/75 knots MSLP 985.4 hPa. At 2000UTC located at 29.60S 158.00E wind SW/70knots MSLP 981.6hPa. On 2300UTC 1 April the 9000 ton White Ocean was 100 mi south of the centre in waves generally less than 20 feet in height. But occasionally waves were much higher and crashed into the superstructure 50 feet above the waterline. The Capt and 3rd officer were caught on the forecastle on one of these waves. The third officer was killed and the Capt badly injured. The 33ft Beagle was anchored in the lee of Double Island Point at 0830UTC 2 April when the boat was caught broadside by a huge wave and broken up with 5 of the crew of 6 were drowned. The previous day the Malveena reported waves to 50feet along the open coast near here. This event was not declared as a catastrophe for insurance purposes.",FNQ,cyclone,1967,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DULCIE,1967-03-13,1967-03-17,QLD,Coral Sea cyclone (13-17 March 1967) with no landfall and no reported significant damage.,FNQ,cyclone,1967,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ELAINE,1967-03-13,1967-03-19,"QLD, NSW","Cyclone Elaine was a Category 1 cyclone in the Coral Sea that did not make landfall. Monsoonal rains associated with Cyclone Elaine caused flood damage throughout Queensland, as far south as Brisbane._x000D_
 Falls exceeding 1200 mm over a 4 day period occured in the Barron and Herbert river catchments. Major flooding was also reported in the Barron, Johnstone and Tully catchments, with damage occuring to sugar industry infrastructure._x000D_
 Reporting at the time indicated a signifciant loss of sugar crops due to flooding and silt (upto 2m in some locations). This event was not declared as a catastrophe for insurance purposes. This insured loss estimate is based on market submissions to ICA from greater than 50% of market, modeled to estimate the industry loss estimate.",SEQ,cyclone,1967,12000000.0,2744400000.0,30674.0,1,0,1,0,0,0,0,0
Undeclared,Cyclone BARBARA,1967-02-17,1967-02-21,"QLD, NSW","Cyclone Barbara was a Category 1 cyclone in the Coral Sea that crossed the coast at Bryon Bay in NSW. Coastal erosion was exrtensive and there was some property damage reported as well as localised flooding due to high rainfall. Flooding occured in the Northern Rivers regions after Barbara was doengraded to a tropical low. This event was not declared as a catastrophe for insurance purposes. This insured loss estimate is based on market submissions to ICA from greater than 50% of market, modeled to estimate the industry loss estimate.",SEQ,cyclone,1967,2000000.0,701400000.0,30674.0,1,0,1,0,0,0,0,0
CAT671,Cyclone DINAH,1967-01-22,1967-01-31,QLD,"Cyclone Dinah was a Category 4 cyclone in the Coral Sea that did not make landfall, however signficant damage was reported along the QLD coast from high winds and extreme rainfalls. Houses were unroofed at Bundaberg, Maryborough and on the Sunshine and Gold Coasts. A storm surge inundated cane farms at Bli Bli and there was knee-deep sea water in Hastings Street, Noosa. There was also sea-flooding to 1.5 metres depth in houses at Sandgate and more than 100 homes were inundated at Cribb Island, one being washed into the sea. The storm surge also impacted the Gold Coast as water lapped the decking of the Jubilee Bridge, about 1.5 m above the highest normal tide and a section of the esplanade collapsed at Surfer's Paradise. A similar surge affected the Tweed River, isolating the town of Fingal, and banana and sugar cane crops were destroyed in the region. Although 'Dinah' remained off the coast, trees were blown down from Rockhampton to Grafton (NSW) and just to the north a car was overturned by wind at Evans Head. This insured loss estimate is based on market submissions to ICA from greater than 50% of market, modeled to estimate the industry loss estimate",FNQ,cyclone,1967,33500000.0,6189500000.0,30674.0,0,0,1,0,0,0,0,0
